sex,Age,Married,Number_children,,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,,,,,incoming_agricultural,farm_expenses,,lasting_investment,no_lasting_investmen,depressed
1,22,1,2,,4,82606287,21332472,23399979,80076849,70467629,,,,,10676913,88974275,,22863211,88974275,0
1,26,1,3,,5,12390944,25624591,23399979,14680755,22581671,,,,,10009606,12122746,,32629218,31741574,0
1,45,0,2,,3,20446922,23942978,23399979,2162075,29468281,,,,,72869935,10187556,,45350824,28565191,0
1,22,1,2,,4,23129761,51809723,23399979,72069162,97693758,,,,,40038424,33365354,,91835699,35367274,0
1,62,0,2,,3,13252727,15054448,23399979,93422991,33632276,,,,,14413832,12011527,,15462848,51382647,1
1,39,1,3,,5,35524435,78635468,23399979,66730708,48046112,,,,,46711493,38926247,,48320715,17238766,0
1,29,1,1,,3,48880596,97853912,23399979,14013449,69666858,,,,,30028818,31363432,,15009773,,1
1,41,1,4,,6,41303146,26905823,23399979,36034582,39381794,,,,,27759974,30073304,,32477521,43419447,0
1,22,1,2,,4,82606287,14173602,38436887,26692283,69987168,,,,,14680755,20241648,,16441049,40461054,0
1,20,1,2,,4,41303144,26345285,23399979,50048032,30269049,,,,,63394175,34944646,,34766003,34944646,0
1,22,1,3,,5,28912201,23222287,23399979,21353827,22421518,,,,,30028818,40038425,,26193585,13372833,0
1,27,1,3,,6,22375139,172966,80076847,4417573,11386928,,,,,37369196,21398315,,21135651,11575554,0
1,30,1,3,,5,37172832,19298521,23399979,33365354,17616907,,,,,62993789,1726101,,23015805,21745314,0
1,19,1,2,,4,30635769,43241498,3203074,57388411,16335678,,,,,6406148,48046112,,54953375,10730298,0
1,36,0,7,,8,16521257,75592545,19218444,23889594,63100559,,,,,42707653,13168193,,98519951,32322577,1
1,23,1,4,,6,27090842,30557327,23399979,21353827,67424706,,,,,21353827,60502515,,64246497,21264853,0
1,31,1,3,,5,11600601,21619148,23399979,20019212,14413833,,,,,13346142,13791013,,39784448,45821753,0
1,24,1,2,,4,41303146,16864185,23399979,26692283,30749509,,,,,46711493,38926247,,21282776,24979527,0
1,25,1,3,,5,82606287,80877617,23399979,66730708,12011528,,,,,10276529,8563774,,89138245,64917856,0
1,33,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,2,,4,6608503,52850719,23399979,66730708,12251758,,,,,37369196,14725243,,12374036,1632678,0
1,33,1,5,,7,58381232,25704669,23399979,66730708,30909664,,,,,34699969,28916639,,89370978,64283919,1
1,59,1,1,,3,82606287,17584877,23399979,97426832,87283764,,,,,93422985,24334464,,19660138,49091557,0
0,28,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,65,1,1,,2,28912201,83279922,23399979,26692283,11210759,,,,,26692283,22243569,,89686073,58278149,1
1,36,0,1,,2,48880596,22261365,23399979,2936151,19218445,,,,,24823823,15454832,,27469733,16389063,0
1,22,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,0,2,,3,28912201,5765533,23399979,26692283,28891727,,,,,30028818,31363432,,5765533,,0
1,20,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,6,,8,28912201,34721323,23399979,13346142,75272241,,,,,66730709,55608922,,4273746,31585867,0
1,30,1,3,,5,61954716,29067896,23399979,57388411,19186413,,,,,30028818,65062439,,41829669,35200448,0
1,21,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,29,1,2,,4,45433456,18065337,33632276,18444368,40182564,,,,,36835351,10409991,,22977036,15775139,0
0,49,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,32,0,3,,5,12390944,12892372,23399979,13346142,20819981,,,,,21353827,28471768,,14692004,14599789,1
1,26,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,26,1,4,,7,28912201,16591924,23399979,21086905,18978214,,,,,56053796,43597398,,1977142,74934143,0
1,24,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,3,,5,28912201,33632278,23399979,26692283,20499674,,,,,3203074,96092218,,3843689,2462363,1
1,27,1,4,,6,57824402,15823186,96092224,36301506,32190895,,,,,54986105,1999697,,21845856,17414492,0
1,38,1,7,,10,35937466,164638,23399979,10676913,13933372,,,,,31763816,33076186,,53794604,20123756,0
1,22,1,2,,4,20651573,19298521,96092224,46711496,12652143,,,,,30028818,31363432,,26488599,10089684,0
1,20,1,3,,7,5714122,2033952,32030739,18017291,71268394,,,,,58723021,70067245,,29256717,46211014,0
1,36,0,1,,3,36350497,89045456,48046108,61392255,19378597,,,,,40038424,20019212,,46151904,70067245,0
1,26,1,3,,5,22375139,12812296,23399979,13346142,12972449,,,,,52049952,3558971,,1553027,5961277,0
1,26,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,39,1,8,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
0,28,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,52,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,27,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,29,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,46,0,0,,1,28912201,40518887,23399979,54051876,23862902,,,,,16015369,16905112,,52049951,16905112,0
1,80,0,0,,1,82606287,2642536,23399979,26692283,56053793,,,,,26692283,22243569,,52302895,22243569,1
0,39,1,5,,7,17968733,30188971,2722613,12011528,3763612,,,,,11210759,5765533,,49278778,45803959,1
1,56,1,0,,4,20651573,35233813,23399979,26692283,23382441,,,,,10676913,47601242,,78947522,26874681,0
1,29,1,2,,4,23269824,26537469,23399979,92088375,23542593,,,,,45003189,11580003,,507522,14996615,0
1,33,1,3,,5,20446922,24711716,32030739,2936151,34032661,,,,,53384566,73848659,,50972217,67776154,1
1,55,1,0,,2,34766083,61659176,23399979,13346142,96092218,,,,,30028818,31363432,,10283141,,0
1,27,1,4,,6,33042515,31149893,23399979,66997633,59256868,,,,,38436887,27025938,,42061444,45343518,0
1,34,1,7,,9,83646683,92088379,10249837,26692283,9849453,,,,,82479153,42907844,,22378116,14704111,1
1,75,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,3,,5,17142671,17056369,23399979,47378802,78795624,,,,,93422991,11455438,,37722421,52561555,0
1,64,1,5,,7,16521257,60057636,23399979,12011528,52850723,,,,,12011528,10009606,,94195801,67731671,0
1,30,0,3,,7,16521257,37956427,23399979,18951522,46925034,,,,,90753765,72291598,,40329245,86972351,0
1,31,1,5,,7,63678284,42040347,16015369,42707653,1169122,,,,,21006826,35256054,,56255707,23144432,0
1,25,1,2,,4,12390944,16772897,20819981,1601537,98974991,,,,,12812296,11771297,,19293222,16645575,0
1,26,1,2,,4,14215425,13452911,6406148,53384566,44522728,,,,,60057635,12545373,,34635022,25224209,0
1,23,1,4,,6,94663409,29548358,3203074,37369196,27546436,,,,,26692283,2224357,,12493246,15543806,0
1,33,0,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,26,1,4,,6,34766083,21588719,12812296,93422994,59577175,,,,,48046112,13346142,,25353604,13101907,0
1,20,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,39,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,38,0,8,,10,84329857,20980135,80076851,44576116,17072384,,,,,11531066,69399935,,34377887,16805461,0
1,27,1,2,,4,69532166,25944901,23399979,50715337,21556688,,,,,12278451,6094738,,38023035,12821193,0
1,21,1,3,,5,22375139,15374756,48046112,66730708,1145099,,,,,56053796,14680755,,22416881,70734553,0
1,35,1,3,,5,24781887,35233814,23399979,1601537,90486841,,,,,55519948,78297359,,64820313,20642033,0
1,66,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,27,1,4,,6,12254308,33632278,1040999,27226129,20919276,,,,,27759974,15766241,,4684751,11682323,0
1,41,1,4,,7,61954716,24743747,11210759,2936151,81838539,,,,,66730709,32253177,,31179449,1554047,0
1,23,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,23,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,21,1,4,,6,26333401,22181288,23399979,73403776,22821901,,,,,26692283,16682677,,5708291,7640666,0
1,23,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,27,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,3,,5,28912201,18577829,23399979,61392255,21300442,,,,,56320715,27114911,,19378598,43130283,0
1,28,0,3,,4,28912201,36034584,23399979,46711496,88084536,,,,,18684598,15570499,,36034584,42262781,0
1,43,1,8,,11,43026714,25624591,16015369,76073008,40935287,,,,,52316875,72558522,,3377095,96151825,0
1,35,1,5,,7,54732263,94810989,23399979,56454177,28827665,,,,,90753765,96092218,,65046161,1227845,0
1,35,1,2,,4,47157024,18097368,12812296,84080696,35666229,,,,,10009606,47667971,,24414607,24946163,1
1,36,1,2,,4,16521257,27546436,44042267,24023056,48046108,,,,,14947679,26247411,,30639944,58545074,0
1,24,1,3,,5,75386055,14766171,23399979,26692283,14413833,,,,,38169963,38481373,,30472617,43352718,0
1,29,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,43,1,5,,8,48880596,14093526,23399979,20019212,24023054,,,,,13346142,64506354,,22665121,80521727,0
1,35,1,6,,8,75386055,14654063,23399979,16522522,51329262,,,,,36034584,84525566,,22993437,30980844,0
1,22,1,2,,4,28912201,18289552,23399979,26692283,28106974,,,,,30028818,31363432,,1840166,,0
1,32,1,2,,4,28912201,28026897,23399979,10676913,42440731,,,,,30028818,31363432,,3683535,26692283,0
1,21,1,2,,4,45433456,20499673,3203074,10009606,49887878,,,,,21220366,70400901,,30808551,76466713,0
1,26,1,5,,7,47157024,33087753,89686073,2936151,84881458,,,,,10676913,48824638,,47668924,93377396,0
1,26,1,3,,5,33218298,3507366,23399979,23756132,15855216,,,,,31363432,30640516,,76459802,48524346,0
1,65,1,0,,2,24508919,62700172,48046112,26692283,51249185,,,,,10676913,88974279,,32924994,56943541,0
1,30,0,1,,2,19207828,13762007,23399979,26692283,11210759,,,,,60057635,93422991,,33770605,169496,0
1,32,0,0,,2,37172832,16575908,1601537,20019212,46604725,,,,,18684598,34655483,,27339954,69622374,0
1,29,1,4,,7,41303144,10714282,23399979,26692283,56053796,,,,,69399939,84525573,,11912067,25535617,0
1,22,1,2,,4,5349317,19987181,23399979,38703811,22581671,,,,,12144989,14547294,,80254852,12665488,0
1,38,1,5,,7,26746432,2338244,80076847,20019212,26265207,,,,,68065324,64395137,,51169873,65055771,0
1,60,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,1,,3,16521257,20259444,23399979,56721101,33071739,,,,,93422985,14992166,,28878253,14992166,0
1,36,0,2,,3,20651573,49487492,23399979,13346142,29548357,,,,,53384566,91198641,,71099991,65173659,0
1,33,1,1,,3,3876037,17945222,22421519,25784746,7799485,,,,,93422985,29317024,,32135156,22754727,0
1,36,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,23,1,0,,2,82606287,29548358,23399979,25224209,84881458,,,,,30028818,31363432,,36700491,,0
1,28,1,5,,7,82606287,39317734,72069168,10676913,13725172,,,,,48046112,86749923,,49032327,14792865,0
1,33,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,39,1,0,,4,11151849,46925034,32030739,87417221,3614669,,,,,10676913,17572421,,61279956,44197971,1
1,21,0,3,,4,20819981,22861940,23097595,44843035,12283789,,,,,30429204,48166225,,56985034,48166222,0
1,44,1,6,,8,1169122,12812296,21194893,7420455,19971167,,,,,16549217,37814072,,2526501,14711897,0
1,23,1,1,,3,12091605,22861940,81644066,26692283,76153084,,,,,30028818,31363432,,14173602,72069162,0
1,67,0,0,,1,32831509,22861940,25749285,16015369,87283764,,,,,30028818,48046112,,58287693,48046112,1
1,40,1,4,,6,15855217,80076851,1481805,86082611,56053796,,,,,14013449,8124464,,44022375,10480058,0
1,54,1,2,,4,34641245,22861940,12325695,14947679,50928875,,,,,85415306,46755981,,12633057,47289829,0
1,25,1,6,,8,63260712,22861940,99903496,38703811,2642536,,,,,38703811,11900311,,95670868,2791568,0
1,43,0,6,,8,32831509,96092224,18364101,76339931,49855846,,,,,61926098,92177353,,45209296,23684954,0
1,23,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,31,1,3,,5,34513123,51249184,22923141,24023054,78475311,,,,,24023054,18711288,,4134921,73964317,1
1,68,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,2,,4,16736061,22861940,56197174,53384566,89686069,,,,,13346142,57833278,,21426913,3314292,0
1,49,1,3,,5,40679039,22861940,88854797,1975229,85041618,,,,,15748447,39815992,,69338295,34677727,0
1,79,1,0,,2,14061494,22861940,63268337,81945305,95291452,,,,,66730708,55608924,,29866187,55608924,0
1,47,0,3,,5,19778983,22861940,98670692,40038424,47245342,,,,,40038424,34699969,,21941057,68332243,0
1,58,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,21,1,2,,4,13853294,22861940,46893002,26692283,18577829,,,,,30028818,93422991,,72234076,14013449,0
1,67,1,0,,3,25096085,24023054,43241119,10676913,49487492,,,,,10676913,88974275,,33048987,79098129,1
1,26,0,3,,4,18097368,80076847,12511779,26692283,70627785,,,,,30028818,34721323,,18923431,35855746,0
0,33,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,38,1,11,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,26,1,3,,5,22533626,11210759,69083443,1601537,23302362,,,,,1601537,36034582,,23907579,20819981,0
1,25,1,2,,4,19939136,22861940,19306145,16202215,25544516,,,,,46711493,35923364,,34099268,4793489,0
1,26,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,40,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,24,1,3,,5,31310049,22861940,11583688,12812296,56534256,,,,,12812296,43374963,,36434967,56988029,0
1,24,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,1,7,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,73,1,2,,5,16335678,97693758,13525932,12144989,46604725,,,,,12144989,8872961,,60145972,24047523,1
1,21,1,1,,3,24823824,22861940,37670246,15348064,28026898,,,,,15348064,28638597,,32157211,52661653,0
1,49,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,0,3,,4,2466367,22861940,45125214,36301506,89686069,,,,,26692283,13635309,,3420127,24312222,0
1,49,0,3,,4,86483002,22861940,13630605,14547294,28203066,,,,,14547294,10114151,,1341923,13917801,0
1,25,1,2,,4,37235736,1297245,12316391,26692283,46444572,,,,,28026897,17523485,,42680963,30696127,0
1,34,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,1,6,,11,51217151,40038424,16131099,10116375,53010876,,,,,45109959,97382345,,73932037,27088219,0
1,23,1,3,,5,35313892,22861940,97112244,46711493,46156296,,,,,48046112,22463781,,46870251,25666855,0
1,48,0,3,,6,87443924,22861940,11299911,61392255,6406148,,,,,13346142,45821756,,10944409,1258986,0
1,17,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,3,,5,18978214,22861940,14940166,95291452,59417023,,,,,40038424,69666858,,32721121,10970529,0
1,20,1,2,,4,54452259,22861940,34774326,18150753,25464437,,,,,27493052,48490983,,76705368,88529408,1
1,27,1,4,,6,11130682,22861940,26109819,46711496,20980135,,,,,46711496,14569539,,20824242,20675397,0
1,35,1,8,,10,80076847,22861940,10523013,80076847,11771297,,,,,68065324,57254949,,46904083,66597247,0
1,28,1,6,,8,7527224,1601537,15269301,22440203,12812296,,,,,20686522,49769988,,95923813,86071491,0
1,23,1,4,,6,22549641,16015369,18445511,26158435,26905821,,,,,26158438,10734747,,24669582,30487034,0
1,24,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,39,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,2,,4,27386282,11210759,93739479,64595323,25704668,,,,,3203074,31140997,,36527759,16059856,0
1,36,1,8,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,50,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,35,1,1,,3,12540034,22861940,11996561,56721101,24423439,,,,,56721101,47267583,,1621264,51438251,0
1,26,1,4,,7,19955151,12812296,56941502,26692283,3331197,,,,,30028818,43241501,,54576819,58055717,0
1,27,1,7,,10,19939136,22861940,2440018,35100353,29516327,,,,,15748446,12827866,,30142645,16297863,0
1,23,1,3,,5,53331181,22861940,14214441,14814217,29628435,,,,,17083061,70067245,,12707816,27025936,0
1,23,0,3,,4,1601537,22861940,80248442,26692283,6630363,,,,,30028818,31363432,,1601537,13346142,0
0,61,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,21,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,3,,5,3098974,22861940,16491638,22154596,27546436,,,,,17349985,23867352,,14039868,26136194,0
1,23,1,2,,4,18449706,22861940,21855489,39557965,25624592,,,,,30028818,3203074,,28882895,56053796,0
1,24,1,2,,4,1297245,22861940,17817482,24556902,1905829,,,,,34900162,88529406,,14864807,11522169,0
1,23,1,1,,3,69186401,22861940,38647182,19351906,59897485,,,,,19351906,40149644,,11393668,40149644,0
1,20,1,2,,4,64061478,22861940,14080695,20553058,14573987,,,,,20553058,49551997,,92973679,52888532,0
1,30,0,8,,10,20980135,64061481,21726974,4083252,76713623,,,,,16329004,11537184,,13417872,2458971,0
1,32,1,5,,7,82959618,22861940,40124222,80076847,24983976,,,,,80076847,66730708,,17177377,22955363,0
1,28,1,1,,3,10089683,22861940,12330347,64061475,37443935,,,,,30028818,1601537,,13769025,25357668,0
1,25,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,0,2,,4,7527224,40038424,83295555,17083061,10249837,,,,,17083061,91643506,,14387717,62548914,1
1,76,0,0,,2,32030739,80076851,2309178,11677873,15214602,,,,,24890554,97315617,,13873129,17739247,0
1,73,0,1,,2,20803966,22861940,54871326,54986105,11803328,,,,,54986105,45821756,,26864514,21932161,0
1,31,0,6,,10,76233162,22861940,93855782,84080696,96092218,,,,,60057635,71068206,,44336255,97760487,0
1,63,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,34,1,6,,9,12812296,22861940,15386766,40038424,18689938,,,,,30028818,26692283,,51333717,16349024,0
1,48,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,1,,3,2338244,48046112,15654262,82212238,17344646,,,,,53384566,26870232,,26475949,74916344,0
1,19,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,32,1,3,,5,26105054,96092216,10176434,1494768,2722613,,,,,10676913,39936105,,35714276,49696805,1
1,39,1,9,,12,33792432,80076847,22492825,40572273,25464437,,,,,4276104,39815989,,53936407,18662354,0
1,25,1,3,,6,13613065,16015369,16794022,74738398,3843689,,,,,26692283,14636269,,17026881,18413227,1
1,28,1,4,,6,49087109,22861940,80318225,14053487,15663032,,,,,14814218,20639809,,12007708,21440577,0
1,23,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,34,0,0,,1,16816139,22861940,29424431,26692283,1601537,,,,,26692283,2224357,,20019213,2224357,1
1,24,1,2,,5,19538751,32030739,79841393,1279895,21796919,,,,,79609737,31589205,,9720744,63619942,1
1,31,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,26,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,73,0,0,,1,12251758,22861940,36786354,16682677,45643806,,,,,16682677,13902231,,14877454,13902231,0
1,27,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,24,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,1,0,,2,26553482,6406148,65245468,38436887,57495178,,,,,38436887,10943837,,337604,75005317,0
1,28,1,5,,7,25144131,80076849,20537206,87777567,98414452,,,,,87777567,45094059,,74837152,59908276,0
1,68,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,18,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,2,,4,13052527,22861940,18947937,21353827,88084536,,,,,2936151,57833278,,17456754,57833278,0
1,34,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,4,,7,20739905,3843689,1242339,10143068,42120422,,,,,14947679,13457359,,30980466,54897133,1
1,38,1,5,,7,67264557,22861940,94983925,90353384,10970529,,,,,90353384,60380168,,11029128,76662464,1
1,30,0,4,,5,60057636,22861940,99694153,46711493,27418314,,,,,46711493,47801433,,75651657,68354492,0
1,28,1,2,,4,19634843,22861940,8965728,59390326,19955151,,,,,48046112,2616956,,2608656,41517625,0
1,26,1,4,,6,35169754,22861940,87063751,47512269,82479156,,,,,26692283,20321726,,65737952,21656338,0
1,35,1,6,,8,22261365,19218445,26572702,2642536,44843037,,,,,30028818,10356606,,67238379,32644661,0
0,29,1,1,,3,18417675,22861940,96995949,99295282,4900703,,,,,80076847,11210759,,47329876,15214601,0
0,54,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,43,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,7,,9,27354251,16015369,18492033,1040999,52370258,,,,,11611143,3683535,,50039206,54592392,0
1,52,1,4,,7,17648938,24023054,39447928,22631054,14293718,,,,,99789095,98285103,,21655249,126312,1
0,64,0,0,,1,2033952,22861940,69804512,53384566,3203074,,,,,53384566,91198641,,26745667,91198641,0
0,37,1,4,,6,34192816,22861940,12321044,63527637,72389473,,,,,69399939,16918459,,43802039,18253073,0
1,41,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,4,,6,24343362,80076849,19154955,25624592,3843689,,,,,56053796,60724945,,10454922,95424919,0
1,25,1,3,,5,14573987,22861940,59081459,66730709,43721962,,,,,66730709,14636269,,14974371,54674692,0
1,23,1,3,,5,28347205,22861940,11432496,18551138,88084536,,,,,19218445,15459281,,40164899,26136193,1
1,23,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,44,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,27,1,2,,4,12251758,22861940,11269672,2162075,11947466,,,,,11904758,31363432,,44031412,44709578,0
1,26,1,2,,4,34433044,22861940,48181631,90753761,94490685,,,,,66730709,30384715,,434354,46400084,1
1,25,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,3,,5,11386928,22861940,35169754,2562459,1169122,,,,,25624592,54719186,,16527861,54719186,0
0,29,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,38,0,2,,3,22549641,22861940,5291745,18150753,17696983,,,,,14947679,6880381,,32693286,7100592,0
0,53,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,55,0,1,,3,15534909,22861940,88878059,15321371,8568223,,,,,25090747,52005467,,64326874,60680461,0
1,35,1,5,,6,15134525,22861940,95873627,47712455,12652143,,,,,57722063,39760378,,25230951,23995249,0
1,24,1,7,,8,21941057,80076851,41554736,48846878,45835987,,,,,48046112,12959103,,47169919,96639412,0
1,31,1,4,,6,21780904,22861940,27121646,49914566,12331835,,,,,66730709,26380873,,61427197,40661244,0
1,29,1,3,,5,20980135,22861940,20927399,31229971,2138052,,,,,17416716,43308231,,49800555,45797283,0
1,42,0,3,,4,25784744,48046108,13106084,13439565,47165264,,,,,19084982,50971141,,48765601,94382797,1
1,35,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,63,1,1,,3,12652142,22861940,92779984,38370154,1577514,,,,,38370156,31975129,,13132603,73932061,0
1,36,1,4,,6,23350409,96092216,14521478,12812296,68385628,,,,,56053796,58426739,,3802558,15633403,0
0,71,0,2,,3,14573987,22861940,11525537,26692283,15454832,,,,,26692283,2224357,,24983977,1290127,0
1,19,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,59,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,0,4,,6,65663017,22861940,10070598,501548,83279924,,,,,78742236,30584911,,9364798,35089231,0
1,41,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,45,0,4,,8,20499673,24023056,12122749,89085493,18737984,,,,,89085493,18100704,,2269969,58139133,0
0,47,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,0,5,,8,24343363,64061481,45706718,52049952,17104416,,,,,52049952,56721103,,2722613,59457064,0
